timestamp,acc_x,acc_y,acc_z
103500,10.23521,-0.237026,0.248997
103520,10.21845,-0.184354,0.23942
103540,10.22803,-0.237026,0.23942
103560,10.23761,-0.234632,0.25618
103580,10.23042,-0.217872,0.241814
103600,10.24,-0.215478,0.253785
103620,10.25437,-0.258574,0.215478
103640,10.24239,-0.198719,0.260968
103660,10.22564,-0.208296,0.225055
103680,10.21366,-0.189142,0.299275
103700,10.21606,-0.248997,0.229843
103720,10.23521,-0.174777,0.265756
103740,10.23042,-0.222661,0.237026
103760,10.23521,-0.217872,0.277727
103780,10.22085,-0.232238,0.227449
103800,10.23521,-0.177171,0.268151
103820,10.22085,-0.232238,0.21069
103840,10.25676,-0.220267,0.268151
103860,10.20648,-0.198719,0.237026
103880,10.22803,-0.196325,0.260968
103900,10.22564,-0.222661,0.260968
103920,10.22803,-0.21069,0.241814
103940,10.23521,-0.205901,0.268151
103960,10.25676,-0.234632,0.246603
103980,10.23761,-0.222661,0.246603
104000,10.22564,-0.215478,0.227449
104020,10.22085,-0.244209,0.248997
104040,10.22324,-0.186748,0.28491
104060,10.21606,-0.23942,0.225055
104080,10.22324,-0.198719,0.296881
104100,10.24,-0.241814,0.227449
104120,10.20888,-0.179565,0.275333
104140,10.21606,-0.246603,0.222661
104160,10.24239,-0.203507,0.294487
104180,10.24239,-0.237026,0.217872
104200,10.24479,-0.184354,0.280122
104220,10.22324,-0.25618,0.234632
104240,10.23282,-0.225055,0.263362
104260,10.20169,-0.19393,0.258574
104280,10.22324,-0.201113,0.260968
104300,10.18733,-0.198719,0.234632
104320,10.22803,-0.217872,0.270545
104340,10.22803,-0.198719,0.260968
104360,10.24958,-0.222661,0.248997
104380,10.24479,-0.237026,0.244209
104400,10.24,-0.229843,0.23942
104420,10.22085,-0.179565,0.25618
104440,10.25197,-0.260968,0.244209
104460,10.22324,-0.198719,0.280122
104480,10.22324,-0.21069,0.222661
104500,10.22564,-0.160412,0.263362
104520,10.22324,-0.251391,0.225055
104540,10.25437,-0.172383,0.28491
104560,10.22564,-0.208296,0.237026
104580,10.23521,-0.205901,0.272939
104600,10.24239,-0.248997,0.227449
104620,10.22803,-0.177171,0.287304
104640,10.21845,-0.208296,0.232238
104660,10.23042,-0.217872,0.282516
104680,10.22564,-0.248997,0.220267
104700,10.22803,-0.201113,0.246603
104720,10.21366,-0.217872,0.270545
104740,10.22803,-0.241814,0.25618
104760,10.23042,-0.191536,0.244209
104780,10.24479,-0.217872,0.246603
104800,10.23042,-0.203507,0.260968
104820,10.25437,-0.23942,0.234632
104840,10.23282,-0.201113,0.246603
104860,10.21845,-0.251391,0.246603
104880,10.24239,-0.225055,0.280122
104900,10.24479,-0.253785,0.232238
104920,10.21366,-0.177171,0.282516
104940,10.22324,-0.241814,0.203507
104960,10.24718,-0.21069,0.260968
104980,10.21845,-0.246603,0.237026
105000,10.22803,-0.158017,0.251391
105020,10.25197,-0.213084,0.265756
105040,10.24718,-0.237026,0.227449
105060,10.22085,-0.203507,0.263362
105080,10.23761,-0.248997,0.189142
105100,10.24479,-0.198719,0.280122
105120,10.21366,-0.222661,0.213084
105140,10.25915,-0.205901,0.296881
105160,10.24479,-0.225055,0.229843
105180,10.23042,-0.169988,0.28491
105200,10.21845,-0.232238,0.220267
105220,10.23761,-0.208296,0.268151
105240,10.22803,-0.220267,0.248997
105260,10.20888,-0.186748,0.23942
105280,10.21845,-0.23942,0.23942
105300,10.23521,-0.232238,0.282516
105320,10.23761,-0.205901,0.244209
105340,10.21606,-0.227449,0.23942
105360,10.23282,-0.225055,0.258574
105380,10.24,-0.222661,0.234632
105400,10.22564,-0.19393,0.258574
105420,10.24239,-0.253785,0.225055
105440,10.22324,-0.222661,0.28491
105460,10.24239,-0.220267,0.237026
105480,10.20409,-0.181959,0.258574
105500,10.22803,-0.229843,0.208296
105520,10.24718,-0.21069,0.282516
105540,10.22803,-0.222661,0.234632
105560,10.24,-0.196325,0.277727
105580,10.24958,-0.251391,0.246603
105600,10.23042,-0.179565,0.308852
105620,10.21366,-0.220267,0.237026
105640,10.23521,-0.21069,0.265756
105660,10.23521,-0.234632,0.248997
105680,10.23521,-0.186748,0.277727
105700,10.20648,-0.213084,0.23942
105720,10.22564,-0.189142,0.248997
105740,10.23282,-0.225055,0.258574
105760,10.24,-0.196325,0.246603
105780,10.23521,-0.201113,0.251391
105800,10.26155,-0.25618,0.23942
105820,10.23042,-0.201113,0.248997
105840,10.24239,-0.225055,0.251391
105860,10.23521,-0.229843,0.263362
105880,10.24239,-0.260968,0.234632
105900,10.22324,-0.172383,0.270545
105920,10.23042,-0.241814,0.251391
105940,10.22803,-0.215478,0.25618
105960,10.24,-0.23942,0.232238
105980,10.21127,-0.162806,0.292093
106000,10.24239,-0.237026,0.198719
106020,10.24479,-0.191536,0.260968
106040,10.25676,-0.241814,0.225055
106060,10.22324,-0.201113,0.275333
106080,10.21366,-0.213084,0.241814
106100,10.22085,-0.198719,0.248997
106120,10.20409,-0.198719,0.246603
106140,10.23282,-0.208296,0.222661
106160,10.24479,-0.232238,0.265756
106180,10.23042,-0.184354,0.23942
106200,10.21366,-0.184354,0.246603
106220,10.23282,-0.268151,0.246603
106240,10.24,-0.220267,0.265756
106260,10.22085,-0.217872,0.244209
106280,10.22803,-0.21069,0.282516
106300,10.22803,-0.260968,0.229843
106320,10.25676,-0.217872,0.272939
106340,10.22803,-0.229843,0.215478
106360,10.24,-0.215478,0.294487
106380,10.23761,-0.227449,0.227449
106400,10.24,-0.174777,0.277727
106420,10.21366,-0.244209,0.23942
106440,10.24239,-0.220267,0.282516
106460,10.21606,-0.234632,0.220267
106480,10.21366,-0.203507,0.25618
106500,10.23761,-0.244209,0.241814
106520,10.22803,-0.208296,0.287304
106540,10.19691,-0.205901,0.232238
106560,10.20169,-0.217872,0.237026
106580,10.24,-0.23942,0.248997
106600,10.21366,-0.186748,0.260968
106620,10.21606,-0.198719,0.244209
106640,10.25197,-0.246603,0.232238
106660,10.23761,-0.21069,0.265756
106680,10.20888,-0.222661,0.248997
106700,10.22324,-0.205901,0.275333
106720,10.24239,-0.251391,0.234632
106740,10.22085,-0.181959,0.275333
106760,10.22085,-0.203507,0.232238
106780,10.23761,-0.198719,0.272939
106800,10.23042,-0.253785,0.208296
106820,10.23042,-0.198719,0.282516
106840,10.21366,-0.227449,0.229843
106860,10.25197,-0.205901,0.294487
106880,10.21845,-0.225055,0.213084
106900,10.22564,-0.189142,0.268151
106920,10.23521,-0.205901,0.229843
106940,10.22564,-0.201113,0.253785
106960,10.22085,-0.208296,0.260968
106980,10.23042,-0.208296,0.270545
107000,10.21606,-0.237026,0.23942
107020,10.22085,-0.208296,0.21069
107040,10.24958,-0.19393,0.275333
107060,10.19212,-0.21069,0.225055
107080,10.23521,-0.184354,0.280122
107100,10.23042,-0.234632,0.25618
107120,10.22085,-0.220267,0.222661
107140,10.21606,-0.203507,0.289698
107160,10.26155,-0.260968,0.25618
107180,10.24,-0.222661,0.253785
107200,10.25437,-0.222661,0.251391
107220,10.24958,-0.220267,0.272939
107240,10.25197,-0.241814,0.25618
107260,10.22324,-0.184354,0.292093
107280,10.22085,-0.213084,0.208296
107300,10.22564,-0.203507,0.289698
107320,10.22564,-0.217872,0.229843
107340,10.22324,-0.148441,0.268151
107360,10.23761,-0.248997,0.220267
107380,10.24958,-0.203507,0.268151
107400,10.23042,-0.198719,0.244209
107420,10.23761,-0.186748,0.263362
107440,10.22564,-0.244209,0.217872
107460,10.24958,-0.208296,0.268151
107480,10.22324,-0.203507,0.241814
107500,10.23042,-0.225055,0.275333
107520,10.24,-0.215478,0.253785
107540,10.24,-0.203507,0.220267
107560,10.21606,-0.208296,0.246603
107580,10.24239,-0.220267,0.248997
107600,10.24,-0.208296,0.25618
107620,10.22803,-0.208296,0.227449
107640,10.23042,-0.215478,0.244209
107660,10.23761,-0.260968,0.217872
107680,10.21366,-0.227449,0.280122
107700,10.21366,-0.258574,0.222661
107720,10.24,-0.213084,0.287304
107740,10.22324,-0.232238,0.220267
107760,10.22564,-0.177171,0.263362
107780,10.22085,-0.205901,0.227449
107800,10.24718,-0.198719,0.272939
107820,10.24958,-0.201113,0.234632
107840,10.22324,-0.198719,0.280122
107860,10.23521,-0.248997,0.220267
107880,10.22564,-0.201113,0.270545
107900,10.20648,-0.198719,0.263362
107920,10.21845,-0.213084,0.253785
107940,10.23042,-0.220267,0.25618
107960,10.23521,-0.196325,0.23942
107980,10.21366,-0.189142,0.25618
108000,10.24,-0.21069,0.23942
108020,10.23761,-0.260968,0.244209
108040,10.18254,-0.177171,0.280122
108060,10.23042,-0.268151,0.23942
108080,10.24958,-0.222661,0.260968
108100,10.21845,-0.232238,0.253785
108120,10.23282,-0.217872,0.294487
108140,10.23761,-0.229843,0.23942
108160,10.22803,-0.177171,0.263362
108180,10.22324,-0.208296,0.208296
108200,10.22803,-0.21069,0.258574
108220,10.21127,-0.21069,0.225055
108240,10.21366,-0.198719,0.232238
108260,10.22803,-0.237026,0.251391
108280,10.24479,-0.225055,0.25618
108300,10.20888,-0.179565,0.246603
108320,10.23282,-0.225055,0.25618
108340,10.22324,-0.21069,0.260968
108360,10.24479,-0.217872,0.251391
108380,10.23521,-0.203507,0.248997
108400,10.24479,-0.270545,0.225055
108420,10.23042,-0.213084,0.292093
108440,10.1993,-0.227449,0.253785
108460,10.21606,-0.181959,0.248997
108480,10.21845,-0.260968,0.21069
108500,10.22324,-0.205901,0.292093
108520,10.20648,-0.225055,0.203507
108540,10.22564,-0.21069,0.292093
108560,10.24718,-0.234632,0.213084
108580,10.22803,-0.174777,0.272939
108600,10.21845,-0.220267,0.260968
108620,10.23761,-0.225055,0.25618
108640,10.22564,-0.215478,0.25618
108660,10.24,-0.198719,0.246603
108680,10.24,-0.227449,0.265756
108700,10.24,-0.232238,0.253785
108720,10.20888,-0.174777,0.232238
108740,10.24718,-0.227449,0.244209
108760,10.24718,-0.227449,0.265756
108780,10.24,-0.270545,0.263362
108800,10.23761,-0.19393,0.282516
108820,10.25437,-0.253785,0.217872
108840,10.22564,-0.167594,0.270545
108860,10.21127,-0.203507,0.217872
108880,10.22803,-0.198719,0.272939
108900,10.24479,-0.248997,0.205901
108920,10.22324,-0.1652,0.277727
108940,10.22324,-0.208296,0.227449
108960,10.25437,-0.203507,0.304064
108980,10.23282,-0.213084,0.237026
109000,10.23761,-0.196325,0.272939
109020,10.21845,-0.184354,0.270545
109040,10.22564,-0.232238,0.265756
109060,10.24,-0.215478,0.265756
109080,10.22803,-0.205901,0.258574
109100,10.24958,-0.23942,0.265756
109120,10.24239,-0.234632,0.253785
109140,10.21366,-0.21069,0.232238
109160,10.21845,-0.198719,0.23942
109180,10.24,-0.234632,0.241814
109200,10.22324,-0.225055,0.299275
109220,10.21845,-0.227449,0.248997
109240,10.22324,-0.19393,0.292093
109260,10.21127,-0.246603,0.234632
109280,10.24239,-0.198719,0.251391
109300,10.22085,-0.213084,0.217872
109320,10.25676,-0.21069,0.244209
109340,10.23282,-0.222661,0.248997
109360,10.23282,-0.191536,0.282516
109380,10.21606,-0.222661,0.260968
109400,10.23042,-0.220267,0.272939
109420,10.21606,-0.181959,0.229843
109440,10.24479,-0.203507,0.246603
109460,10.23761,-0.229843,0.25618
109480,10.23042,-0.234632,0.241814
109500,10.22324,-0.189142,0.248997
109520,10.24718,-0.260968,0.253785
109540,10.23521,-0.196325,0.241814
109560,10.21366,-0.23942,0.227449
109580,10.24,-0.222661,0.263362
109600,10.25676,-0.280122,0.227449
109620,10.22564,-0.184354,0.268151
109640,10.20409,-0.227449,0.237026
109660,10.23042,-0.201113,0.292093
109680,10.23761,-0.215478,0.19393
109700,10.22803,-0.160412,0.268151
109720,10.24958,-0.241814,0.225055
109740,10.25197,-0.208296,0.289698
109760,10.22564,-0.215478,0.229843
109780,10.24,-0.21069,0.253785
109800,10.23521,-0.251391,0.248997
109820,10.20888,-0.186748,0.25618
109840,10.20409,-0.21069,0.225055
109860,10.22803,-0.234632,0.244209
109880,10.23521,-0.203507,0.23942
109900,10.24239,-0.220267,0.229843
109920,10.25197,-0.215478,0.258574
109940,10.24718,-0.248997,0.237026
109960,10.25437,-0.179565,0.248997
109980,10.24958,-0.232238,0.229843
110000,10.24479,-0.220267,0.277727
110020,10.23521,-0.220267,0.232238
110040,10.23282,-0.201113,0.246603
110060,10.24958,-0.222661,0.251391
110080,10.24479,-0.25618,0.251391
110100,10.23282,-0.198719,0.246603
110120,10.24479,-0.260968,0.241814
110140,10.22803,-0.217872,0.287304
110160,10.19691,-0.215478,0.23942
110180,10.21845,-0.169988,0.260968
110200,10.24479,-0.237026,0.246603
110220,10.23042,-0.181959,0.272939
110240,10.23282,-0.232238,0.225055
110260,10.23521,-0.21069,0.251391
110280,10.24,-0.251391,0.203507
110300,10.23282,-0.1652,0.272939
110320,10.23761,-0.217872,0.220267
110340,10.23521,-0.196325,0.263362
110360,10.22324,-0.222661,0.253785
110380,10.20409,-0.184354,0.23942
110400,10.21366,-0.222661,0.227449
110420,10.22324,-0.225055,0.268151
110440,10.22803,-0.217872,0.25618
110460,10.22564,-0.225055,0.23942
110480,10.24718,-0.237026,0.260968
110500,10.24718,-0.227449,0.260968
110520,10.21606,-0.19393,0.258574
110540,10.23521,-0.215478,0.203507
110560,10.24,-0.208296,0.272939
110580,10.21366,-0.213084,0.244209
110600,10.23282,-0.198719,0.260968
110620,10.21366,-0.248997,0.222661
110640,10.24239,-0.196325,0.289698
110660,10.23761,-0.213084,0.222661
110680,10.25437,-0.21069,0.277727
110700,10.24479,-0.229843,0.225055
110720,10.22085,-0.184354,0.289698
110740,10.22803,-0.215478,0.227449
110760,10.23761,-0.21069,0.289698
110780,10.21606,-0.21069,0.227449
110800,10.21845,-0.19393,0.270545
110820,10.23042,-0.229843,0.217872
110840,10.23042,-0.222661,0.237026
110860,10.23761,-0.19393,0.28491
110880,10.24,-0.251391,0.25618
110900,10.23761,-0.217872,0.25618
110920,10.23282,-0.213084,0.234632
110940,10.22803,-0.220267,0.263362
110960,10.22803,-0.244209,0.234632
110980,10.21366,-0.189142,0.28491
111000,10.21845,-0.234632,0.234632
111020,10.23282,-0.227449,0.237026
111040,10.24239,-0.225055,0.287304
111060,10.25197,-0.21069,0.21069
111080,10.23282,-0.191536,0.265756
111100,10.24239,-0.246603,0.244209
111120,10.20169,-0.186748,0.292093
111140,10.24718,-0.220267,0.244209
111160,10.24718,-0.222661,0.258574
111180,10.22803,-0.177171,0.25618
111200,10.22564,-0.205901,0.232238
111220,10.23042,-0.220267,0.258574
111240,10.23761,-0.208296,0.213084
111260,10.20648,-0.179565,0.260968
111280,10.25197,-0.244209,0.241814
111300,10.26873,-0.232238,0.280122
111320,10.21845,-0.225055,0.229843
111340,10.22564,-0.184354,0.28491
111360,10.23521,-0.253785,0.217872
111380,10.23282,-0.174777,0.277727
111400,10.22324,-0.215478,0.21069
111420,10.21845,-0.191536,0.28491
111440,10.23761,-0.246603,0.23942
111460,10.23042,-0.174777,0.294487
111480,10.22085,-0.227449,0.25618
111500,10.23282,-0.217872,0.251391
111520,10.24,-0.225055,0.229843
111540,10.21366,-0.213084,0.251391
111560,10.24718,-0.215478,0.241814
111580,10.23521,-0.205901,0.229843
111600,10.21606,-0.186748,0.229843
111620,10.23282,-0.201113,0.234632
111640,10.24958,-0.217872,0.258574
111660,10.23042,-0.21069,0.237026
111680,10.22324,-0.205901,0.272939
111700,10.26394,-0.275333,0.23942
111720,10.24239,-0.222661,0.23942
111740,10.22324,-0.237026,0.241814
111760,10.22324,-0.177171,0.263362
111780,10.22085,-0.237026,0.217872
111800,10.22564,-0.162806,0.272939
111820,10.23761,-0.198719,0.227449
111840,10.24958,-0.220267,0.280122
111860,10.23282,-0.232238,0.244209
111880,10.22564,-0.181959,0.282516
111900,10.23042,-0.222661,0.229843
111920,10.23042,-0.229843,0.272939
111940,10.20888,-0.203507,0.234632
111960,10.23042,-0.215478,0.268151
111980,10.24239,-0.232238,0.258574
112000,10.25915,-0.213084,0.260968
112020,10.23521,-0.232238,0.237026
112040,10.20648,-0.172383,0.306458
112060,10.23521,-0.248997,0.248997
112080,10.24,-0.205901,0.28491
112100,10.23282,-0.21069,0.208296
112120,10.24479,-0.19393,0.260968
112140,10.21845,-0.229843,0.23942
112160,10.22324,-0.191536,0.258574
112180,10.21845,-0.213084,0.258574
112200,10.22803,-0.234632,0.246603
112220,10.20409,-0.213084,0.263362
112240,10.20888,-0.205901,0.217872
112260,10.21845,-0.203507,0.260968
112280,10.24958,-0.227449,0.253785
112300,10.23042,-0.174777,0.265756
112320,10.22803,-0.227449,0.248997
112340,10.22085,-0.191536,0.282516
112360,10.21366,-0.208296,0.220267
112380,10.23761,-0.19393,0.287304
112400,10.23042,-0.253785,0.241814
112420,10.25676,-0.21069,0.306458
112440,10.21845,-0.232238,0.232238
112460,10.23761,-0.196325,0.280122
112480,10.24239,-0.263362,0.225055
112500,10.23521,-0.208296,0.258574
112520,10.21366,-0.215478,0.225055
112540,10.24,-0.225055,0.287304
112560,10.24239,-0.248997,0.265756
112580,10.22564,-0.196325,0.282516
112600,10.20169,-0.198719,0.244209
112620,10.23042,-0.222661,0.282516
112640,10.22324,-0.205901,0.258574
112660,10.23761,-0.217872,0.25618
112680,10.22803,-0.203507,0.280122
112700,10.26155,-0.244209,0.232238
112720,10.22564,-0.184354,0.244209
112740,10.23042,-0.23942,0.241814
112760,10.25197,-0.232238,0.277727
112780,10.21366,-0.225055,0.251391
112800,10.20888,-0.177171,0.28491
112820,10.23042,-0.253785,0.225055
112840,10.24958,-0.179565,0.282516
112860,10.22085,-0.208296,0.208296
112880,10.24958,-0.196325,0.275333
112900,10.22803,-0.248997,0.237026
112920,10.22803,-0.181959,0.265756
112940,10.23282,-0.225055,0.205901
112960,10.22564,-0.208296,0.292093
112980,10.23282,-0.234632,0.237026
113000,10.24239,-0.179565,0.246603
113020,10.23521,-0.213084,0.237026
113040,10.21366,-0.186748,0.23942
113060,10.24479,-0.260968,0.282516
113080,10.25437,-0.220267,0.265756
113100,10.24479,-0.217872,0.260968
113120,10.23521,-0.215478,0.270545
113140,10.22085,-0.260968,0.222661
113160,10.22803,-0.191536,0.270545
113180,10.21606,-0.241814,0.225055
113200,10.23282,-0.222661,0.282516
113220,10.22324,-0.241814,0.246603
113240,10.22803,-0.181959,0.258574
113260,10.24718,-0.241814,0.227449
113280,10.24718,-0.208296,0.28491
113300,10.21606,-0.191536,0.232238
113320,10.23282,-0.213084,0.258574
113340,10.22564,-0.251391,0.246603
113360,10.22564,-0.19393,0.244209
113380,10.20888,-0.201113,0.251391
113400,10.24718,-0.213084,0.280122
113420,10.22564,-0.198719,0.241814
113440,10.21127,-0.172383,0.220267
113460,10.23042,-0.21069,0.246603
113480,10.24718,-0.263362,0.237026
113500,10.21845,-0.184354,0.275333
113520,10.22564,-0.258574,0.246603
113540,10.24,-0.222661,0.272939
113560,10.23282,-0.244209,0.203507
113580,10.22564,-0.1652,0.289698
113600,10.21845,-0.244209,0.222661
113620,10.22324,-0.198719,0.272939
113640,10.23282,-0.222661,0.222661
113660,10.22564,-0.198719,0.282516
113680,10.22564,-0.253785,0.208296
113700,10.24479,-0.198719,0.280122
113720,10.22085,-0.215478,0.251391
113740,10.24239,-0.229843,0.260968
113760,10.24,-0.229843,0.234632
113780,10.20648,-0.186748,0.260968
113800,10.21845,-0.217872,0.237026
113820,10.23521,-0.253785,0.251391
113840,10.21606,-0.181959,0.222661
113860,10.22085,-0.203507,0.232238
113880,10.24718,-0.229843,0.277727
113900,10.23761,-0.237026,0.265756
113920,10.21845,-0.177171,0.258574
113940,10.23761,-0.246603,0.225055
113960,10.24718,-0.21069,0.272939
113980,10.20648,-0.229843,0.227449
114000,10.21366,-0.172383,0.248997
114020,10.20888,-0.203507,0.292093
114040,10.22085,-0.251391,0.244209
114060,10.22803,-0.181959,0.25618
114080,10.21606,-0.215478,0.241814
114100,10.23521,-0.21069,0.265756
114120,10.22803,-0.213084,0.225055
114140,10.21127,-0.177171,0.23942
114160,10.21366,-0.237026,0.234632
114180,10.24,-0.227449,0.253785
114200,10.21366,-0.198719,0.234632
114220,10.23042,-0.213084,0.244209
114240,10.21127,-0.229843,0.234632
114260,10.23761,-0.205901,0.258574
114280,10.20648,-0.198719,0.275333
114300,10.24,-0.23942,0.227449
114320,10.24,-0.215478,0.270545
114340,10.23521,-0.232238,0.215478
114360,10.24958,-0.213084,0.280122
114380,10.24479,-0.263362,0.225055
114400,10.21845,-0.172383,0.289698
114420,10.22085,-0.220267,0.248997
114440,10.24479,-0.220267,0.272939
114460,10.21845,-0.225055,0.215478
114480,10.24,-0.177171,0.277727
114500,10.24239,-0.246603,0.23942
114520,10.26394,-0.203507,0.275333
114540,10.23042,-0.189142,0.241814
114560,10.24718,-0.196325,0.251391
114580,10.23521,-0.241814,0.227449
114600,10.23042,-0.215478,0.25618
114620,10.20169,-0.203507,0.213084
114640,10.23282,-0.232238,0.248997
114660,10.23282,-0.217872,0.25618
114680,10.23042,-0.213084,0.248997
114700,10.23761,-0.196325,0.229843
114720,10.25676,-0.25618,0.241814
114740,10.25197,-0.198719,0.282516
114760,10.23521,-0.229843,0.225055
114780,10.24718,-0.220267,0.289698
114800,10.23521,-0.244209,0.251391
114820,10.22324,-0.169988,0.294487
114840,10.21845,-0.248997,0.227449
114860,10.23521,-0.198719,0.272939
114880,10.21606,-0.220267,0.21069
114900,10.21606,-0.189142,0.275333
114920,10.24,-0.241814,0.222661
114940,10.23521,-0.181959,0.237026
114960,10.24,-0.220267,0.217872
114980,10.24,-0.215478,0.260968
115000,10.20888,-0.220267,0.237026
115020,10.22564,-0.186748,0.25618
115040,10.24718,-0.208296,0.246603
115060,10.22085,-0.234632,0.25618
115080,10.23521,-0.23942,0.253785
115100,10.22324,-0.189142,0.258574
115120,10.24479,-0.237026,0.220267
115140,10.23042,-0.198719,0.246603
115160,10.22564,-0.229843,0.237026
115180,10.23282,-0.215478,0.25618
115200,10.23521,-0.25618,0.23942
115220,10.22324,-0.191536,0.244209
115240,10.21366,-0.213084,0.217872
115260,10.22803,-0.208296,0.270545
115280,10.25197,-0.237026,0.217872
115300,10.22324,-0.181959,0.287304
115320,10.22085,-0.227449,0.253785
115340,10.24718,-0.227449,0.282516
115360,10.22324,-0.203507,0.213084
115380,10.22564,-0.184354,0.260968
115400,10.23042,-0.229843,0.263362
115420,10.23761,-0.220267,0.234632
115440,10.21127,-0.172383,0.227449
115460,10.23761,-0.251391,0.234632
115480,10.23521,-0.220267,0.268151
115500,10.21606,-0.215478,0.246603
115520,10.22085,-0.208296,0.265756
115540,10.25197,-0.263362,0.244209
115560,10.22085,-0.201113,0.263362
115580,10.23282,-0.208296,0.21069
115600,10.22564,-0.196325,0.268151
115620,10.22803,-0.263362,0.227449
115640,10.23282,-0.19393,0.268151
115660,10.20648,-0.225055,0.225055
115680,10.24718,-0.208296,0.272939
115700,10.23042,-0.23942,0.241814
115720,10.22085,-0.189142,0.244209
115740,10.21127,-0.246603,0.237026
115760,10.25437,-0.225055,0.280122
115780,10.23042,-0.205901,0.232238
115800,10.20888,-0.19393,0.265756
115820,10.22564,-0.215478,0.227449
115840,10.23761,-0.213084,0.265756
115860,10.21366,-0.189142,0.258574
115880,10.24239,-0.21069,0.251391
115900,10.23521,-0.244209,0.280122
115920,10.22803,-0.244209,0.23942
115940,10.22324,-0.177171,0.265756
115960,10.25915,-0.215478,0.215478
115980,10.21606,-0.222661,0.270545
116000,10.20648,-0.244209,0.246603
116020,10.23042,-0.201113,0.260968
116040,10.22564,-0.21069,0.248997
116060,10.24,-0.237026,0.272939
116080,10.22564,-0.21069,0.234632
116100,10.23042,-0.205901,0.217872
116120,10.23042,-0.215478,0.227449
116140,10.26394,-0.241814,0.246603
116160,10.21845,-0.19393,0.270545
116180,10.24479,-0.23942,0.232238
116200,10.24239,-0.220267,0.294487
116220,10.25197,-0.23942,0.21069
116240,10.21606,-0.181959,0.260968
116260,10.22324,-0.25618,0.244209
116280,10.24,-0.189142,0.277727
116300,10.22324,-0.225055,0.225055
116320,10.23042,-0.181959,0.289698
116340,10.24,-0.23942,0.248997
116360,10.23761,-0.19393,0.275333
116380,10.22803,-0.222661,0.217872
116400,10.23042,-0.215478,0.268151
116420,10.23042,-0.222661,0.232238
116440,10.21845,-0.19393,0.251391
116460,10.22085,-0.225055,0.215478
116480,10.24479,-0.234632,0.241814
116500,10.23042,-0.191536,0.234632
116520,10.22803,-0.217872,0.217872
116540,10.21845,-0.232238,0.251391
116560,10.22324,-0.232238,0.237026
116580,10.21845,-0.196325,0.253785
116600,10.23042,-0.265756,0.244209
116620,10.24,-0.21069,0.268151
116640,10.24,-0.217872,0.208296
116660,10.23042,-0.201113,0.280122
116680,10.22324,-0.251391,0.21069
116700,10.24,-0.184354,0.263362
116720,10.23282,-0.227449,0.213084
116740,10.25437,-0.205901,0.272939
116760,10.23282,-0.241814,0.234632
116780,10.23761,-0.208296,0.260968
116800,10.23282,-0.253785,0.241814
116820,10.23521,-0.177171,0.263362
116840,10.20648,-0.186748,0.232238
116860,10.25676,-0.227449,0.280122
116880,10.21366,-0.198719,0.253785
116900,10.22324,-0.196325,0.23942
116920,10.22803,-0.23942,0.268151
116940,10.2807,-0.222661,0.244209
116960,10.22564,-0.174777,0.260968
116980,10.21366,-0.268151,0.237026
117000,10.23282,-0.213084,0.28491
117020,10.25437,-0.222661,0.268151
117040,10.24479,-0.260968,0.258574
117060,10.21366,-0.201113,0.272939
117080,10.21366,-0.23942,0.227449
117100,10.24958,-0.21069,0.251391
117120,10.21127,-0.232238,0.229843
117140,10.23042,-0.184354,0.263362
117160,10.22564,-0.237026,0.229843
117180,10.22324,-0.181959,0.272939
117200,10.21366,-0.201113,0.227449
117220,10.24,-0.19393,0.282516
117240,10.24239,-0.23942,0.253785
117260,10.23521,-0.172383,0.270545
117280,10.21366,-0.241814,0.244209
117300,10.24718,-0.217872,0.272939
117320,10.23282,-0.213084,0.217872
117340,10.21366,-0.19393,0.263362
117360,10.23761,-0.237026,0.251391
117380,10.23761,-0.215478,0.241814
117400,10.21845,-0.198719,0.260968
117420,10.24718,-0.253785,0.227449
117440,10.25915,-0.220267,0.301669
117460,10.21845,-0.227449,0.246603
117480,10.24239,-0.198719,0.280122
117500,10.24479,-0.28491,0.23942
117520,10.23042,-0.198719,0.253785
117540,10.20169,-0.215478,0.23942
117560,10.23042,-0.215478,0.287304
117580,10.23521,-0.246603,0.234632
117600,10.21366,-0.177171,0.25618
117620,10.21606,-0.248997,0.225055
117640,10.22803,-0.21069,0.25618
117660,10.23521,-0.222661,0.229843
117680,10.20169,-0.1652,0.258574
117700,10.24,-0.241814,0.234632
117720,10.24958,-0.215478,0.251391
117740,10.20409,-0.205901,0.203507
117760,10.20888,-0.181959,0.241814
117780,10.25197,-0.234632,0.25618
117800,10.24718,-0.213084,0.234632
117820,10.19691,-0.191536,0.248997
117840,10.21845,-0.244209,0.268151
117860,10.23761,-0.215478,0.23942
117880,10.23761,-0.217872,0.229843
117900,10.23282,-0.201113,0.246603
117920,10.24239,-0.258574,0.248997
117940,10.22803,-0.169988,0.268151
117960,10.22564,-0.205901,0.217872
117980,10.22803,-0.201113,0.292093
118000,10.24,-0.244209,0.222661
118020,10.23761,-0.177171,0.25618
118040,10.22564,-0.237026,0.251391
118060,10.21845,-0.213084,0.282516
118080,10.20648,-0.196325,0.241814
118100,10.22324,-0.213084,0.277727
118120,10.22324,-0.246603,0.275333
118140,10.22803,-0.201113,0.225055
118160,10.20409,-0.177171,0.246603
118180,10.23521,-0.234632,0.251391
118200,10.25437,-0.217872,0.275333
118220,10.24479,-0.215478,0.248997
118240,10.21366,-0.21069,0.272939
